Date Time,T (degC),rh (%),p (mbar),wv (m/s),wd (deg),prediction,anomaly_score,anomaly_type,severity
2017-01-01 14:30:00,2.57,57.44,990.84,0.87,219.0,1,0.133498783897133,Pattern-Based Anomaly,Low
2017-01-01 14:40:00,2.52,57.54,990.75,0.94,212.0,1,0.138952544017014,Pattern-Based Anomaly,Low
2017-01-01 14:50:00,2.97,57.19,990.69,0.46,228.9,1,0.12931439270972833,Pattern-Based Anomaly,Low
2017-01-01 15:00:00,2.89,57.34,990.63,0.79,55.33,1,0.12818496203013652,Pattern-Based Anomaly,Low
2017-01-01 15:10:00,1.97,60.3,990.72,0.58,273.4,1,0.07947055047713641,Pattern-Based Anomaly,Low
2017-01-01 15:20:00,2.28,59.79,990.78,0.32,235.5,1,0.12297214567723425,Pattern-Based Anomaly,Low
2017-01-01 15:30:00,2.4,59.29,990.87,0.39,74.3,1,0.12075651663402293,Pattern-Based Anomaly,Low
2017-01-01 15:40:00,2.08,60.7,990.79,0.59,178.2,1,0.13547415094634985,Pattern-Based Anomaly,Low
2017-01-01 15:50:00,1.45,62.23,990.73,0.27,44.69,1,0.08480889838538586,Pattern-Based Anomaly,Low
2017-01-01 16:00:00,1.14,62.45,990.62,0.55,249.6,1,0.12571796555427128,Pattern-Based Anomaly,Low
2017-01-01 16:10:00,0.81,62.06,990.46,0.91,212.5,1,0.10643253101882033,Pattern-Based Anomaly,Low
2017-01-01 16:20:00,0.61,61.78,990.32,1.3,207.1,1,0.10150314888762324,Pattern-Based Anomaly,Low
2017-01-01 16:30:00,0.53,61.33,990.23,1.9,208.1,1,0.1257766381208607,Pattern-Based Anomaly,Low
2017-01-01 16:40:00,0.42,61.26,990.23,2.06,209.9,1,0.1265045231493876,Pattern-Based Anomaly,Low
2017-01-01 16:50:00,0.37,61.38,990.23,1.6,204.9,1,0.13670877412407983,Pattern-Based Anomaly,Low
2017-01-01 17:00:00,0.29,61.86,990.16,2.01,200.5,1,0.14176029733033096,Pattern-Based Anomaly,Low
2017-01-01 17:10:00,0.05,62.97,990.13,1.88,199.6,1,0.13278957994534796,Pattern-Based Anomaly,Low
2017-01-01 17:20:00,-0.21,65.03,990.11,1.67,185.6,1,0.11913030403977765,Pattern-Based Anomaly,Low
2017-01-01 17:30:00,-0.65,66.89,990.11,2.24,193.7,1,0.10069345442431066,Pattern-Based Anomaly,Low
2017-01-01 17:40:00,-0.75,67.01,990.05,2.14,176.4,1,0.11820242986448964,Pattern-Based Anomaly,Low
2017-01-01 17:50:00,-0.83,66.78,990.08,2.02,175.1,1,0.11966909725583202,Pattern-Based Anomaly,Low
2017-01-01 18:00:00,-1.09,67.9,990.1,1.77,184.7,1,0.11968614237354891,Pattern-Based Anomaly,Low
2017-01-01 18:10:00,-1.21,68.21,990.0,1.64,174.2,1,0.1337185646887991,Pattern-Based Anomaly,Low
2017-01-01 18:20:00,-1.23,68.41,989.98,1.68,175.6,1,0.1410574348774531,Pattern-Based Anomaly,Low
2017-01-01 18:30:00,-1.34,68.44,989.89,1.22,180.4,1,0.13363275318959422,Pattern-Based Anomaly,Low
2017-01-01 18:40:00,-1.43,68.35,989.93,1.6,168.0,1,0.1362291640192605,Pattern-Based Anomaly,Low
2017-01-01 18:50:00,-1.48,68.92,990.01,1.53,169.4,1,0.13569388093842089,Pattern-Based Anomaly,Low
2017-01-01 19:00:00,-1.56,70.2,990.04,0.74,162.3,1,0.13002173611568085,Pattern-Based Anomaly,Low
2017-01-01 19:10:00,-1.69,71.4,990.03,0.77,189.7,1,0.12816748551581342,Pattern-Based Anomaly,Low
2017-01-01 19:20:00,-1.76,72.5,990.17,0.57,176.6,1,0.10916542761878661,Pattern-Based Anomaly,Low
2017-01-01 19:30:00,-1.83,72.9,990.16,0.8,201.9,1,0.13310788948943958,Pattern-Based Anomaly,Low
2017-01-01 19:40:00,-1.85,72.5,990.26,0.63,245.8,1,0.12497976248099474,Pattern-Based Anomaly,Low
2017-01-01 19:50:00,-1.69,71.9,990.32,0.32,354.5,1,0.10063904335734014,Pattern-Based Anomaly,Low
2017-01-01 20:00:00,-1.73,72.4,990.38,0.41,15.87,1,0.11294465129313608,Pattern-Based Anomaly,Low
2017-01-01 20:10:00,-1.57,72.2,990.47,1.48,10.99,1,0.11038679363730264,Pattern-Based Anomaly,Low
2017-01-01 20:20:00,-1.95,73.2,990.4,0.48,227.4,1,0.10837633356122228,Pattern-Based Anomaly,Low
2017-01-01 20:30:00,-2.11,74.7,990.45,0.3,276.8,1,0.11256040043151733,Pattern-Based Anomaly,Low
2017-01-01 20:40:00,-2.23,74.7,990.46,0.46,59.25,1,0.11763195285182237,Pattern-Based Anomaly,Low
2017-01-01 20:50:00,-2.69,77.5,990.46,0.39,115.8,1,0.07681794710193324,Pattern-Based Anomaly,Low
2017-01-01 21:00:00,-2.84,78.6,990.47,0.3,127.7,1,0.09332376205202225,Pattern-Based Anomaly,Low
2017-01-01 21:10:00,-2.97,79.1,990.44,0.3,45.13,1,0.08938646905839809,Pattern-Based Anomaly,Low
2017-01-01 21:20:00,-3.16,81.1,990.48,0.43,67.91,1,0.08022948100075655,Pattern-Based Anomaly,Low
2017-01-01 21:30:00,-2.97,80.3,990.48,0.29,139.6,1,0.1056200761631878,Pattern-Based Anomaly,Low
2017-01-01 21:40:00,-3.09,80.6,990.56,0.43,328.4,1,0.10838686900478717,Pattern-Based Anomaly,Low
2017-01-01 21:50:00,-3.02,79.2,990.56,1.14,14.67,1,0.1129452213696826,Pattern-Based Anomaly,Low
2017-01-01 22:00:00,-2.93,78.8,990.69,1.13,8.28,1,0.10354457988634763,Pattern-Based Anomaly,Low
2017-01-01 22:10:00,-2.99,79.5,990.67,0.52,23.66,1,0.11834332741556786,Pattern-Based Anomaly,Low
2017-01-01 22:20:00,-3.31,80.3,990.71,0.76,157.4,1,0.12744667228234974,Pattern-Based Anomaly,Low
2017-01-01 22:30:00,-3.47,81.4,990.85,0.48,241.3,1,0.10507351795516884,Pattern-Based Anomaly,Low
2017-01-01 22:40:00,-3.6,81.1,990.96,0.43,195.3,1,0.11591074911822213,Pattern-Based Anomaly,Low
2017-01-01 22:50:00,-3.6,81.2,990.87,0.47,246.2,1,0.12554565862748945,Pattern-Based Anomaly,Low
2017-01-01 23:00:00,-3.54,80.6,990.74,0.69,255.6,1,0.11485393500800395,Pattern-Based Anomaly,Low
2017-01-01 23:10:00,-3.39,78.6,990.71,1.39,221.3,1,0.11785051015164788,Pattern-Based Anomaly,Low
2017-01-01 23:20:00,-3.39,79.1,990.61,1.29,193.0,1,0.13038251400872963,Pattern-Based Anomaly,Low
2017-01-01 23:30:00,-3.58,81.1,990.61,1.32,178.8,1,0.11197398111032225,Pattern-Based Anomaly,Low
2017-01-01 23:40:00,-3.52,80.2,990.61,1.51,177.5,1,0.13206770372050608,Pattern-Based Anomaly,Low
2017-01-01 23:50:00,-3.39,79.9,990.62,0.81,170.9,1,0.12860130358270688,Pattern-Based Anomaly,Low
2017-01-02 00:00:00,-3.2,79.2,990.6,1.14,140.3,1,0.11385797754367222,Pattern-Based Anomaly,Low
2017-01-02 00:10:00,-3.07,79.3,990.6,1.27,182.5,1,0.11775930622695707,Pattern-Based Anomaly,Low
2017-01-02 00:20:00,-3.04,79.1,990.61,0.92,175.2,1,0.11370862192763553,Pattern-Based Anomaly,Low
2017-01-02 00:30:00,-2.8,78.6,990.61,0.63,184.5,1,0.10712797591323903,Pattern-Based Anomaly,Low
2017-01-02 00:40:00,-2.63,78.1,990.57,0.59,337.8,1,0.08356864130678049,Pattern-Based Anomaly,Low
2017-01-02 00:50:00,-2.37,77.2,990.49,0.44,213.1,1,0.1000440420335656,Pattern-Based Anomaly,Low
2017-01-02 01:00:00,-2.28,76.8,990.53,0.71,180.7,1,0.12240010960736553,Pattern-Based Anomaly,Low
2017-01-02 01:10:00,-2.26,77.1,990.43,0.94,197.7,1,0.12355329880775645,Pattern-Based Anomaly,Low
2017-01-02 01:20:00,-2.23,77.3,990.37,0.92,201.7,1,0.1270939075435505,Pattern-Based Anomaly,Low
2017-01-02 01:30:00,-2.21,77.8,990.33,0.77,198.4,1,0.1232135545518912,Pattern-Based Anomaly,Low
2017-01-02 01:40:00,-2.23,78.3,990.24,1.06,195.3,1,0.12686810331590348,Pattern-Based Anomaly,Low
2017-01-02 01:50:00,-2.16,78.3,990.34,1.28,186.7,1,0.12877472863563277,Pattern-Based Anomaly,Low
2017-01-02 02:00:00,-2.24,78.6,990.2,1.44,206.3,1,0.12944781913666703,Pattern-Based Anomaly,Low
2017-01-02 02:10:00,-2.23,79.6,990.09,0.8,155.0,1,0.1157125929533469,Pattern-Based Anomaly,Low
2017-01-02 02:20:00,-2.12,79.0,990.19,1.31,151.9,1,0.13541990714072338,Pattern-Based Anomaly,Low
2017-01-02 02:30:00,-2.03,78.2,990.16,1.34,171.4,1,0.14000820170022138,Pattern-Based Anomaly,Low
2017-01-02 02:40:00,-1.91,77.5,990.14,1.33,146.1,1,0.14011366581618034,Pattern-Based Anomaly,Low
2017-01-02 02:50:00,-1.88,77.0,990.2,0.98,165.4,1,0.13881966935944368,Pattern-Based Anomaly,Low
2017-01-02 03:00:00,-1.8,77.4,990.19,1.35,181.8,1,0.13990624043180228,Pattern-Based Anomaly,Low
2017-01-02 03:10:00,-1.8,78.2,990.21,0.89,175.2,1,0.13857338738656383,Pattern-Based Anomaly,Low
2017-01-02 03:20:00,-1.64,78.2,990.26,0.3,167.1,1,0.12836521995786881,Pattern-Based Anomaly,Low
2017-01-02 03:30:00,-1.49,76.9,990.2,0.64,148.9,1,0.12055864745719946,Pattern-Based Anomaly,Low
2017-01-02 03:40:00,-1.69,78.9,990.06,0.7,171.2,1,0.10851002582900571,Pattern-Based Anomaly,Low
2017-01-02 03:50:00,-1.77,78.9,990.03,0.89,175.8,1,0.13923014164680514,Pattern-Based Anomaly,Low
2017-01-02 04:00:00,-1.78,80.0,990.0,0.59,203.3,1,0.1354838145337811,Pattern-Based Anomaly,Low
2017-01-02 04:10:00,-1.67,79.8,990.01,0.66,219.3,1,0.14232218032842697,Pattern-Based Anomaly,Low
2017-01-02 04:20:00,-1.62,79.5,990.05,0.48,34.7,1,0.1264748431397228,Pattern-Based Anomaly,Low
2017-01-02 04:30:00,-1.68,79.2,990.01,0.94,152.0,1,0.14132030441175375,Pattern-Based Anomaly,Low
2017-01-02 04:40:00,-1.75,79.5,989.99,0.93,138.1,1,0.13617224642949394,Pattern-Based Anomaly,Low
2017-01-02 04:50:00,-1.81,79.9,989.95,0.88,142.8,1,0.1371247225469937,Pattern-Based Anomaly,Low
2017-01-02 05:00:00,-1.75,80.4,989.8,0.94,140.2,1,0.13284229254529878,Pattern-Based Anomaly,Low
2017-01-02 05:10:00,-1.77,81.1,989.83,1.04,137.2,1,0.1502627026598113,Pattern-Based Anomaly,Low
2017-01-02 05:20:00,-1.76,81.6,989.83,1.11,126.5,1,0.14739635253398053,Pattern-Based Anomaly,Low
2017-01-02 05:30:00,-1.73,82.3,989.83,1.58,137.2,1,0.14572058457523457,Pattern-Based Anomaly,Low
2017-01-02 05:40:00,-1.51,82.9,989.83,0.68,126.3,1,0.14076183690599703,Pattern-Based Anomaly,Low
2017-01-02 05:50:00,-1.38,83.8,989.84,1.13,152.5,1,0.145534921375008,Pattern-Based Anomaly,Low
2017-01-02 06:00:00,-1.35,85.4,989.94,0.75,130.9,1,0.13346205326503185,Pattern-Based Anomaly,Low
2017-01-02 06:10:00,-1.3,87.9,989.95,1.12,152.4,1,0.12276317061982511,Pattern-Based Anomaly,Low
2017-01-02 06:20:00,-1.3,89.8,989.94,0.63,67.16,1,0.1075415938821388,Pattern-Based Anomaly,Low
2017-01-02 06:30:00,-1.09,91.6,989.88,0.86,269.9,1,0.09499970581241929,Pattern-Based Anomaly,Low
2017-01-02 06:40:00,-0.71,90.9,989.92,0.62,74.5,1,0.10689262724573134,Pattern-Based Anomaly,Low
2017-01-02 06:50:00,-0.76,89.3,990.02,1.49,74.3,1,0.12068379987615946,Pattern-Based Anomaly,Low
2017-01-02 07:00:00,-0.51,87.6,989.93,1.96,231.0,1,0.13972535136760433,Pattern-Based Anomaly,Low
2017-01-02 07:10:00,-0.47,86.3,989.99,1.64,236.9,1,0.14276908189323,Pattern-Based Anomaly,Low
2017-01-02 07:20:00,-0.37,85.1,989.97,2.41,245.1,1,0.1287597200736612,Pattern-Based Anomaly,Low
2017-01-02 07:30:00,-0.46,85.9,989.99,1.62,242.0,1,0.14369473078138073,Pattern-Based Anomaly,Low
2017-01-02 07:40:00,-0.46,86.4,990.09,1.28,114.9,1,0.15558947444078614,Pattern-Based Anomaly,Low
2017-01-02 07:50:00,-0.83,87.4,990.19,1.51,101.7,1,0.1331033071531313,Pattern-Based Anomaly,Low
2017-01-02 08:00:00,-1.22,90.0,990.17,1.14,115.3,1,0.10194476509995404,Pattern-Based Anomaly,Low
2017-01-02 08:10:00,-1.28,91.4,990.21,0.87,130.2,1,0.12759918592680963,Pattern-Based Anomaly,Low
2017-01-02 08:20:00,-1.2,92.3,990.26,0.7,57.57,1,0.11942345993498832,Pattern-Based Anomaly,Low
2017-01-02 08:30:00,-1.29,92.4,990.36,0.97,82.8,1,0.13144308652707476,Pattern-Based Anomaly,Low
2017-01-02 08:40:00,-1.34,92.9,990.45,1.12,65.57,1,0.13440296470852375,Pattern-Based Anomaly,Low
2017-01-02 08:50:00,-1.26,93.3,990.5,0.87,106.3,1,0.1512800160854847,Pattern-Based Anomaly,Low
2017-01-02 09:00:00,-1.2,93.2,990.51,0.74,110.2,1,0.1485471685659468,Pattern-Based Anomaly,Low
2017-01-02 09:10:00,-1.2,93.3,990.55,0.63,96.0,1,0.14922806402103628,Pattern-Based Anomaly,Low
2017-01-02 09:20:00,-1.38,93.5,990.59,0.91,105.5,1,0.14106050511888563,Pattern-Based Anomaly,Low
2017-01-02 09:30:00,-1.45,94.1,990.58,1.22,138.6,1,0.1538600816693923,Pattern-Based Anomaly,Low
2017-01-02 09:40:00,-1.53,94.3,990.66,0.98,132.3,1,0.1499833237495321,Pattern-Based Anomaly,Low
2017-01-02 09:50:00,-1.43,94.8,990.75,0.72,123.6,1,0.14581403083516215,Pattern-Based Anomaly,Low
2017-01-02 10:00:00,-1.38,94.6,990.82,1.03,155.8,1,0.15279882259819316,Pattern-Based Anomaly,Low
2017-01-02 10:10:00,-1.43,94.8,990.88,1.02,144.2,1,0.1533742807005013,Pattern-Based Anomaly,Low
2017-01-02 10:20:00,-1.29,94.9,990.97,0.89,137.4,1,0.14455534634864142,Pattern-Based Anomaly,Low
2017-01-02 10:30:00,-1.24,95.0,991.04,0.86,115.0,1,0.14209552864570785,Pattern-Based Anomaly,Low
2017-01-02 10:40:00,-1.04,95.1,991.11,0.69,109.7,1,0.1384828392186747,Pattern-Based Anomaly,Low
2017-01-02 10:50:00,-0.97,94.8,991.17,1.21,166.8,1,0.15161118028251203,Pattern-Based Anomaly,Low
2017-01-02 11:00:00,-0.66,94.5,991.12,0.82,191.3,1,0.13717808930652203,Pattern-Based Anomaly,Low
2017-01-02 11:10:00,-0.5,93.6,991.11,1.68,227.2,1,0.1508084873234894,Pattern-Based Anomaly,Low
2017-01-02 11:20:00,-0.31,91.8,990.98,2.38,255.6,1,0.13222187562340165,Pattern-Based Anomaly,Low
2017-01-02 11:30:00,-0.16,89.5,990.76,3.75,248.5,1,0.08480641080638651,Pattern-Based Anomaly,Low
2017-01-02 11:40:00,-0.02,88.2,990.67,3.21,247.1,1,0.11505363462001966,Pattern-Based Anomaly,Low
2017-01-02 11:50:00,0.0,87.9,990.67,2.83,258.7,1,0.13251145941098408,Pattern-Based Anomaly,Low
2017-01-02 12:00:00,0.2,87.5,990.59,2.55,258.8,1,0.12953850162703578,Pattern-Based Anomaly,Low
2017-01-02 12:10:00,0.39,86.8,990.55,2.69,265.3,1,0.14460739148962892,Pattern-Based Anomaly,Low
2017-01-02 12:20:00,0.61,85.5,990.49,2.69,269.2,1,0.14726372489874373,Pattern-Based Anomaly,Low
2017-01-02 12:30:00,0.78,84.5,990.43,2.95,261.0,1,0.148459778936523,Pattern-Based Anomaly,Low
2017-01-02 12:40:00,0.86,83.9,990.23,3.17,259.4,1,0.13051730254552069,Pattern-Based Anomaly,Low
2017-01-02 12:50:00,0.96,83.4,990.16,2.93,263.6,1,0.15323388367323104,Pattern-Based Anomaly,Low
2017-01-02 13:00:00,1.37,81.7,990.19,2.73,255.4,1,0.14343124080346997,Pattern-Based Anomaly,Low
2017-01-02 13:10:00,1.66,79.8,990.42,2.17,299.6,1,0.10933388772491909,Pattern-Based Anomaly,Low
2017-01-02 13:20:00,1.67,79.4,990.56,1.75,301.3,1,0.13311371935856853,Pattern-Based Anomaly,Low
2017-01-02 13:30:00,1.39,80.1,990.62,2.34,262.0,1,0.14878680470504418,Pattern-Based Anomaly,Low
2017-01-02 13:40:00,1.28,80.6,990.71,1.89,259.7,1,0.15772616986665378,Pattern-Based Anomaly,Low
2017-01-02 13:50:00,1.16,81.0,990.65,2.36,269.5,1,0.16369007125634394,Pattern-Based Anomaly,Low
2017-01-02 14:00:00,0.9,82.0,990.69,2.68,248.1,1,0.1466310848571838,Pattern-Based Anomaly,Low
2017-01-02 14:10:00,0.71,82.5,990.8,3.05,261.3,1,0.15636250859746076,Pattern-Based Anomaly,Low
2017-01-02 14:20:00,0.64,82.5,990.98,2.6,261.8,1,0.1440329378101074,Pattern-Based Anomaly,Low
2017-01-02 14:30:00,0.5,83.7,991.17,3.16,260.6,1,0.13307475878682867,Pattern-Based Anomaly,Low
2017-01-02 14:40:00,0.35,85.5,991.17,2.9,263.9,1,0.13527681019273402,Pattern-Based Anomaly,Low
2017-01-02 14:50:00,0.41,85.6,991.09,2.96,265.1,1,0.14956394884759322,Pattern-Based Anomaly,Low
